update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,241.1228458393908,46,-0.6521739130434783,0.7465104706551218,-1.0,1.0,-0.17884082138372845,-0.3811404780556222,18.139130434782608,19.684859313705495,1.0,76.0,1.385753184556961,-0.20543753542006016,0.08955313451588154,0.13620458636432886,0.09672192299723162,-0.6521739130434783,0.7465104706551218,-1.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,20480,232.76830340341013,91,-0.45901639344262296,0.869779894746381,-1.0,1.0,-0.2035466777356149,-0.35104082522780133,16.4672131147541,19.315408113574158,1.0,76.0,1.3814404904842377,-0.1525793056935072,-0.033877565525472164,0.13552379235625267,0.09623948841962308,-0.45901639344262296,0.869779894746381,-1.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
15,30720,215.2505658952903,136,-0.4742268041237113,0.8626593204730735,-1.0,1.0,-0.08089531561967901,-0.2518169125205006,21.463917525773194,20.61280847708011,1.0,76.0,1.3550779074430466,-0.14048806484788656,0.07481009745970368,0.14557317458093166,0.10748628616729161,-0.4742268041237113,0.8626593204730735,-1.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
20,40960,220.65895770703645,181,-0.41346153846153844,0.9052260334290176,-1.0,1.0,-0.15081694001498155,-0.2521101926611697,19.596153846153847,19.078541727235596,1.0,76.0,1.344628855586052,-0.1476812269538641,-0.027031554491259158,0.1346598733216524,0.16367400253851408,-0.41346153846153844,0.9052260334290176,-1.0,1.0
25,51200,236.38424218171053,225,-0.43548387096774194,0.8820973492822785,-1.0,1.0,-0.11779802936615341,-0.28593744220193773,17.25,18.380224734489037,1.0,76.0,1.3401517421007156,-0.15788738057017326,-0.002144457888789475,0.15926454402506351,0.13289141509510616,-0.43548387096774194,0.8820973492822785,-1.0,1.0
30,61440,238.90630785317435,269,-0.34523809523809523,0.9192912334413326,-1.0,1.0,-0.07394226416221847,-0.20055682050135,24.321428571428573,20.57863010520386,1.0,76.0,1.2586954683065414,-0.12898360192775726,-0.04978317115455866,0.1233805026859045,0.12831493305078073,-0.34523809523809523,0.9192912334413326,-1.0,1.0
35,71680,240.552840900276,314,-0.36,0.9039174003561755,-1.0,1.0,-0.09614589140246024,-0.27443029519210227,25.266666666666666,23.072831546118383,1.0,76.0,1.2752472162246704,-0.09977261815220118,-0.04843449860345572,0.10897814761847258,0.15644341029357597,-0.36,0.9039174003561755,-1.0,1.0
40,81920,228.25530999897936,358,-0.2,0.9797958971132713,-1.0,1.0,-0.019723405516015084,-0.07713524633616271,24.105882352941176,19.956436985660286,1.0,75.0,1.2265087068080902,-0.057789172511547804,-0.0036493149818852544,0.13640749547630548,0.22520576730639452,-0.2,0.9797958971132713,-1.0,1.0
45,92160,235.6254125396246,405,-0.08333333333333333,0.9682458365518541,-1.0,1.0,0.027688727676545618,-0.013849149677269924,28.041666666666668,22.67489893399013,1.0,76.0,1.164795845746994,-0.047619142569601536,-0.022361110197380185,0.0891065476462245,0.17210917765089728,-0.08333333333333333,0.9682458365518541,-1.0,1.0
50,102400,239.2864416177725,452,-0.19047619047619047,0.8702698515474793,-1.0,1.0,-0.02948914874203217,-0.08938988139895246,34.96825396825397,25.7595525532767,1.0,76.0,1.1046546250581741,-0.03144636127399281,0.01612447912339121,0.0856806579977274,0.18179340294211066,-0.19047619047619047,0.8702698515474793,-1.0,1.0
55,112640,224.68983390821933,499,-0.15254237288135594,0.9171355429470293,-1.0,1.0,-0.021008854947500478,-0.09264675217018188,32.152542372881356,25.23033791219331,1.0,76.0,1.0985186398029327,-0.02745329006575048,0.007136972912121564,0.08212338294833899,0.19249717953812567,-0.15254237288135594,0.9171355429470293,-1.0,1.0
60,122880,225.735071308649,545,-0.05,0.9205976319760985,-1.0,1.0,-0.01919417286277656,-0.044980347328416916,33.5,24.91619286060105,1.0,76.0,1.044413298368454,-0.0250828608404845,-0.035958080319687724,0.09095295052975416,0.18713876675552238,-0.05,0.9205976319760985,-1.0,1.0
65,133120,215.54570608731555,592,-0.06976744186046512,0.818261027244613,-1.0,1.0,0.0321608765758254,0.021893747030462696,44.46511627906977,30.073822996713304,1.0,76.0,1.0488393604755402,-0.024503935826942325,-0.0011882483086083084,0.05212475638836622,0.13710797171434325,-0.06976744186046512,0.818261027244613,-1.0,1.0
70,143360,212.20588366661357,640,-0.2765957446808511,0.7351979805604679,-1.0,1.0,-0.04295789576475394,-0.15918243307868118,44.1063829787234,28.48608024576601,2.0,76.0,1.052235797047615,-0.016328404133673757,0.019833218422718346,0.04567692335695028,0.1764462323019388,-0.2765957446808511,0.7351979805604679,-1.0,1.0
75,153600,213.66315361803746,687,-0.06976744186046512,0.7280221322092338,-1.0,1.0,-0.010114395244446652,-0.04534777429986419,48.02325581395349,31.34466192607827,2.0,76.0,1.0401432663202286,-0.00829917035298422,0.006895485101267695,0.03908172925002873,0.14460962917265063,-0.06976744186046512,0.7280221322092338,-1.0,1.0
80,163840,200.92716762767813,734,0.10638297872340426,0.8311499993457282,-1.0,1.0,0.024247154559226696,0.06514815348579348,42.638297872340424,28.571988612502537,1.0,76.0,0.9994931146502495,0.03117018798366189,0.02480171101342421,0.05665891105309129,0.15783817014466006,0.10638297872340426,0.8311499993457282,-1.0,1.0
85,174080,210.01800843564902,782,-0.06818181818181818,0.7506883893142611,-1.0,1.0,0.03176130252850783,0.04244853624089721,50.84090909090909,28.121443760474918,1.0,76.0,0.9915373176336288,-0.042651147581636906,-0.01763908431166783,0.04362896643579006,0.20421747486092562,-0.06818181818181818,0.7506883893142611,-1.0,1.0
90,184320,199.3836281397851,834,0.3191489361702128,0.6874678477192984,-1.0,1.0,0.06504215663307517,0.17575630354368818,46.61702127659574,29.930808998378577,1.0,76.0,0.9516891613602638,0.06366713205352426,-0.009533665812341496,0.03173266397789121,0.1514968203728685,0.3191489361702128,0.6874678477192984,-1.0,1.0
95,194560,210.44696561338995,886,0.11363636363636363,0.714012639654773,-1.0,1.0,0.041562932238769563,0.12309893289255974,46.06818181818182,31.68194045887451,1.0,76.0,1.0177683681249619,0.008535096130799502,-0.009779921121662483,0.03105691890232265,0.11815665079966135,0.11363636363636363,0.714012639654773,-1.0,1.0
100,204800,196.22397307320583,937,0.175,0.7031180555212616,-1.0,1.0,0.037238244362948966,0.0890768353452382,50.375,28.88311574259259,1.0,76.0,1.068678855895996,0.035933011095039546,0.009512891367194243,0.032345668179914355,0.15065212025631997,0.175,0.7031180555212616,-1.0,1.0
105,215040,190.6007549001187,988,0.28,0.8255906976220118,-1.0,1.0,0.029992919479803405,0.06360058361722153,42.32,25.654192639800616,1.0,76.0,1.0684600174427032,0.06335770385339856,-0.03660668735392392,0.05356001853942871,0.18407300826055606,0.28,0.8255906976220118,-1.0,1.0
110,225280,189.0677507103136,1041,0.2222222222222222,0.8089010988089465,-1.0,1.0,0.028236523346741184,0.0651693071492635,40.24074074074074,28.062717579910572,1.0,76.0,1.0444675534963608,0.027377671824069694,-0.01959320728201419,0.05500616831704974,0.21897150775703886,0.2222222222222222,0.8089010988089465,-1.0,1.0
115,235520,188.19481918283742,1093,-0.13793103448275862,0.8992003317520896,-1.0,1.0,0.017935389399992938,-0.009100125842338042,34.36206896551724,26.49053069323144,1.0,76.0,1.0675074309110641,-0.003309555468149483,0.04980303917545825,0.08069170638918877,0.2146089480682501,-0.13793103448275862,0.8992003317520896,-1.0,1.0
120,245760,204.6219956694605,1144,0.047619047619047616,0.8624176322035635,-1.0,1.0,0.011095601692256887,0.0477619355262154,34.57142857142857,28.456435256071572,1.0,76.0,1.0118915438652039,0.017300885112490505,0.028417107241693884,0.06331184785813093,0.26235447949893675,0.047619047619047616,0.8624176322035635,-1.0,1.0
125,256000,189.1449313924934,1196,0.1,0.8544003745317531,-1.0,1.0,0.016852048611931986,0.08574438446229533,40.02,27.79747470544762,1.0,76.0,1.0115652233362198,0.043983566109091043,0.03265889047179371,0.05017272522673011,0.20932048170718456,0.1,0.8544003745317531,-1.0,1.0
130,266240,193.3656656094204,1249,0.30158730158730157,0.8287477766480388,-1.0,1.0,0.04170486877761629,0.14631766619474387,33.20634920634921,28.423195719793263,1.0,76.0,0.9456491842865944,0.07706577843055129,-0.026946844649501145,0.0600073435343802,0.21081834413944578,0.30158730158730157,0.8287477766480388,-1.0,1.0
135,276480,189.7879264397606,1303,0.21311475409836064,0.8705520031050331,-1.0,1.0,0.10438841018949405,0.20433062973214816,34.278688524590166,27.56401262012944,1.0,76.0,0.9621040970087051,0.04078987636603415,0.014990283467341214,0.05941312341019511,0.23477923891441302,0.21311475409836064,0.8705520031050331,-1.0,1.0
140,286720,189.05478451012837,1356,0.3958333333333333,0.6993920971497716,-1.0,1.0,0.04110756979284228,0.1834900781900259,42.479166666666664,28.702489426974022,3.0,76.0,1.0336123406887054,0.10339034534990788,0.006756033020792529,0.026895962888374925,0.14188987217313986,0.3958333333333333,0.6993920971497716,-1.0,1.0
145,296960,212.57088957833213,1408,0.2727272727272727,0.8624393618641035,-1.0,1.0,-0.012399202510922693,0.06508348350945672,33.31818181818182,26.712929051536015,1.0,76.0,1.010207712650299,0.1376488357782364,0.029559898655861616,0.06967024737969041,0.24932542297169485,0.2727272727272727,0.8624393618641035,-1.0,1.0
150,307200,187.948049013286,1460,0.375,0.7919798879120246,-1.0,1.0,0.02937992677942833,0.13113196495144222,36.392857142857146,29.031189245010133,1.0,76.0,0.9710677266120911,0.07957070972770452,-0.030893097282387316,0.031316985143348575,0.16048241571699962,0.375,0.7919798879120246,-1.0,1.0
155,317440,183.58777728671058,1515,0.4126984126984127,0.7691454882276647,-1.0,1.0,0.07280144774186932,0.1820095671986261,32.55555555555556,28.07630067533814,1.0,76.0,0.9699700623750687,0.11108581256121397,-0.04134840704500675,0.05767836677841842,0.20517484888547138,0.4126984126984127,0.7691454882276647,-1.0,1.0
160,327680,194.11473958789648,1568,0.05660377358490566,0.8777134603481516,-1.0,1.0,-0.008375312068872307,0.03325309606409449,36.490566037735846,27.87480274336463,1.0,76.0,0.9712379425764084,0.04348603496327996,0.018531681795138866,0.06155912857502699,0.2639731808978003,0.05660377358490566,0.8777134603481516,-1.0,1.0
165,337920,187.07656925877782,1622,0.359375,0.8360470138544841,-1.0,1.0,0.05992787868864254,0.1646515552422081,32.40625,26.934944049273614,1.0,76.0,0.9305359870195389,0.09729390311986208,-0.00017782929353415966,0.05741267651319504,0.21545179687256993,0.359375,0.8360470138544841,-1.0,1.0
170,348160,194.69203795975153,1676,0.26229508196721313,0.8852459016393445,-1.0,1.0,0.04577498339738686,0.10101867659280342,31.83606557377049,27.135470905101347,1.0,76.0,0.855935737490654,0.12055061105638742,0.05904310615733266,0.06614352623000741,0.2636254130462186,0.26229508196721313,0.8852459016393445,-1.0,1.0
175,358400,159.03998277096935,1733,0.25,0.7379992257061365,-1.0,1.0,-0.005928708508187094,0.04257907133295163,39.57142857142857,31.980383017706085,1.0,76.0,0.8814006373286247,0.1187054431065917,0.008464449318125844,0.030067080166190863,0.1731256494501291,0.25,0.7379992257061365,-1.0,1.0
180,368640,189.0189411403958,1788,0.328125,0.8111467095260881,-1.0,1.0,0.05559624934485924,0.12361279434380457,31.984375,27.83965931651059,1.0,76.0,0.8706789016723633,0.08637206861749291,-0.02713334176223725,0.04905106406658888,0.20476963166714712,0.328125,0.8111467095260881,-1.0,1.0
185,378880,183.4262075339205,1844,0.3684210526315789,0.7405919620773836,-1.0,1.0,0.031334425942787375,0.14333614874410863,36.3859649122807,30.59225586330283,1.0,76.0,0.8320754170417786,0.12415137700736523,0.019388413231354207,0.02958645229227841,0.1639342112720476,0.3684210526315789,0.7405919620773836,-1.0,1.0
190,389120,192.4186172141828,1898,0.4266666666666667,0.8354373438837621,-1.0,1.0,0.03386171057618404,0.15401650144218917,26.906666666666666,23.220779965845725,1.0,76.0,0.8595699295401573,0.18928344920277596,0.005884722326300107,0.06126620061695576,0.2731652353235494,0.4266666666666667,0.8354373438837621,-1.0,1.0
195,399360,198.67711011557984,1951,0.45161290322580644,0.7967154216276432,-1.0,1.0,0.0872865530325116,0.20678438548001257,31.822580645161292,26.257732620554435,1.0,76.0,0.9025834202766418,0.10826448164880276,-0.036007703994982876,0.049908609595149755,0.24307568764245702,0.45161290322580644,0.7967154216276432,-1.0,1.0
200,409600,182.01634307311826,2008,0.4852941176470588,0.7950702347596041,-1.0,1.0,0.047750589770630736,0.20339366177852022,28.41176470588235,25.24773449016393,2.0,76.0,0.870223343372345,0.13610812835395336,-0.04787328792735934,0.03973136888816953,0.21966459872339394,0.4852941176470588,0.7950702347596041,-1.0,1.0
205,419840,165.47510696053317,2064,0.5769230769230769,0.7428156890703063,-1.0,1.0,0.1103024882174073,0.29546749956157115,26.05128205128205,24.94347324112469,1.0,76.0,0.928257554769516,0.1895800642669201,-0.005549694877117872,0.04620692366734147,0.22365149879248455,0.5769230769230769,0.7428156890703063,-1.0,1.0
