update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,16384,252.20188653438808,64,0.4117647058823529,0.4921529567847503,0.0,1.0,0.001032641857834444,1.7355699412456064e-05,799.9411764705883,285.710151477751,201.0,1000.0,1.9420428685843945,-0.035785088897682726,-0.03872863433207385,0.002617695612116222,0.026064677781906374,0.4117647058823529,0.4921529567847503,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,32768,261.8810380473288,127,0.47058823529411764,0.4991341984846218,0.0,1.0,0.001746358622598764,0.004503907144490011,784.6470588235294,295.5184758186415,64.0,1000.0,1.9428244810551405,-0.008894479539549138,-0.017726587684592232,0.0022569127311271586,0.02372080692168726,0.47058823529411764,0.4991341984846218,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,49152,259.77316457228187,190,0.45,0.49749371855331004,0.0,1.0,0.001317100730564731,0.0017589091101097528,801.85,272.352395803672,83.0,1000.0,1.9415498320013285,-0.004834318646771862,-0.015419111005030572,0.0026431841342855478,0.02476500841799423,0.45,0.49749371855331004,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,65536,261.7558884619956,253,0.6190476190476191,0.4856209060564557,0.0,1.0,0.0012854119277487179,3.240086241185443e-07,729.4761904761905,282.8685744042408,306.0,1000.0,1.9397157914936543,0.0052509549668684485,-0.012636935884074774,0.003653929603387951,0.03060648837258882,0.6190476190476191,0.4856209060564557,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,81920,258.37763132615913,316,0.4,0.48989794855663565,0.0,1.0,0.0009822989936448426,4.1212799716448267e-05,811.4,279.0592051877164,175.0,1000.0,1.938758835196495,0.012851721919332704,0.0013633216958623962,0.002217021485193982,0.026287007559253225,0.4,0.48989794855663565,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,98304,261.9733611472477,379,0.2,0.4000000000000001,0.0,1.0,0.0008126959251645602,0.0002352667317810609,866.35,277.2436248139892,133.0,1000.0,1.938570462167263,0.018494573319912888,0.009860625614237506,0.0012382412262468279,0.014507686439705259,0.2,0.4000000000000001,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,114688,276.5450732987252,438,0.4583333333333333,0.4982608642958916,0.0,1.0,0.0022806267670834623,0.004571405081638298,694.0416666666666,357.0252651151674,58.0,1000.0,1.9289566483348608,0.030389424646273255,0.010962667174680973,0.0034774684063449968,0.027113375998827162,0.4583333333333333,0.4982608642958916,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
