update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,16384,344.74209117519496,47,0.25,0.4330127018922193,0.0,1.0,0.00030645834623048375,9.098199630210188e-15,955.8125,86.02849727706511,731.0,1000.0,1.9376585260033607,-0.10436328395735472,-0.09312674135435373,0.0021882930441279314,0.03196497714739857,0.25,0.4330127018922193,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,32768,347.6894221968489,94,0.35294117647058826,0.4778846120374094,0.0,1.0,0.0014874495151503977,0.0019883122255662904,780.2352941176471,322.2270900744608,84.0,1000.0,1.9387359227985144,-0.054630913480650634,-0.05340735596837476,0.002391080497773146,0.02024374477666894,0.35294117647058826,0.4778846120374094,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,49152,320.2135863996724,145,0.3125,0.46351240544347894,0.0,1.0,0.0007871967105319988,2.904095485524046e-05,858.625,264.06033283134366,189.0,1000.0,1.942601129412651,-0.02301479334710166,-0.02578142427955754,0.0018064392263568152,0.01737102388943148,0.3125,0.46351240544347894,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,65536,315.09449640353944,197,0.35,0.47696960070847283,0.0,1.0,0.0009228005276999917,5.159034542411144e-06,805.75,291.4321318935165,227.0,1000.0,1.9395007211714983,-0.007790973577357363,-0.01575644353579264,0.002353287908817947,0.020089579447326394,0.35,0.47696960070847283,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,81920,313.3850040795541,250,0.2631578947368421,0.44034738238635557,0.0,1.0,0.000675106179935853,4.157047066510777e-05,874.1578947368421,242.31281721163975,176.0,1000.0,1.9407015442848206,-8.480521660203522e-05,-0.00668262708131806,0.0016854554696692503,0.01626513384186776,0.2631578947368421,0.44034738238635557,0.0,1.0
