update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,16384,236.99575062210909,69,0.3125,0.46351240544347894,0.0,1.0,0.0006463905966284338,3.6209199020859047e-06,880.8125,231.86909527522204,240.0,1000.0,1.9342891778796911,0.1447222603019327,0.11450487247202545,0.0015030617569209426,0.028219411459833865,0.3125,0.46351240544347894,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,32768,284.13627022931166,126,0.3684210526315789,0.48237638894272,0.0,1.0,0.0008148658106240488,6.066612773006772e-08,805.3157894736842,261.56413174181665,344.0,1000.0,1.9363898020237684,0.0848529536742717,0.06236858485499397,0.0021182586008308135,0.020540364212651017,0.3684210526315789,0.48237638894272,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,49152,249.19554856484356,192,0.5238095238095238,0.4994327848429292,0.0,1.0,0.0019422034073640422,0.0007372952929701801,677.6666666666666,349.96643830017183,104.0,1000.0,1.941010681912303,0.051350042631383985,0.029210662527475506,0.0031581137086504896,0.021840461601081176,0.5238095238095238,0.4994327848429292,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,65536,248.0560444305834,258,0.64,0.48000000000000004,0.0,1.0,0.0022381638007385944,0.0006065631028237403,617.32,336.2982866444609,117.0,1000.0,1.9363061655312777,0.040275248378748074,0.01340040098875761,0.004139514151574986,0.027862682703662656,0.64,0.48000000000000004,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,81920,267.99119568902773,319,0.45,0.49749371855331004,0.0,1.0,0.00206987265946623,0.009009601124194216,775.65,308.9623399380578,43.0,1000.0,1.9258175026625395,0.0402793925604783,0.021453994937473908,0.0027659082325044437,0.029850153258504087,0.45,0.49749371855331004,0.0,1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,average_reward_per_step,average_discounted_return,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
